,ApplicationCycle,Ethnicity,AnticipatedCompletionDate,ProgramName,CountryName,ProgramCity,ProgramRegion,ApplicationID,ProgramYear,ProgramTerm,ApplicationStatusAlias,Gender,PreferredGender,AcademicYear,StartYear
189,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,"CIEE Intensive Chinese Language and Culture Program in Taipei, Taiwan",Taiwan,Taipei,Asia,39247,2017,Fall,Approved,F,NA,2017-2018,2017
190,Fall 2017,International student,May 20 2019 12:00AM,CET Prague,Czechia,Prague,Europe,40677,2017,Fall,Approved,F,NA,2017-2018,2017
191,Fall 2017,Black or African-American,May 20 2019 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,40696,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
192,Fall 2017,Two or more races,May 20 2019 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,Asia,40808,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
193,Fall 2017,Asian,May 21 2018 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Austria,Vienna,Europe,40810,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
194,Fall 2017,Asian,May 21 2018 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Hungary,Budapest,Europe,40810,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
195,Fall 2017,Asian,May 21 2018 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Serbia,Belgrade,Europe,40810,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
196,Fall 2017,Asian,May 21 2018 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Slovakia,Bratislava,Europe,40810,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
197,Fall 2017,International student,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,40906,2017,Fall,Approved,M,NA,2017-2018,2017
198,Fall 2017,International student,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,41024,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
200,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,Middlebury School in China: Kunming,China,Kunming,Asia,41027,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
201,Fall 2017,White,May 21 2018 12:00AM,Sea Education Association: Coral Reef Conservation: Caribbean,Montserrat,Plymouth,Latin America and Caribbean,41226,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
202,Fall 2017,White,May 21 2018 12:00AM,Sea Education Association: Coral Reef Conservation: Caribbean,U.S. Virgin Islands,Charlotte Amalie,Latin America and Caribbean,41226,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
203,Fall 2017,White,May 21 2018 12:00AM,Sea Education Association: Coral Reef Conservation: Caribbean,United States,"Falmouth, MA",North America,41226,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
204,Fall 2017,Asian,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,41297,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
206,Fall 2017,White,May 20 2019 12:00AM,X - ACM Chicago Program,United States,"Chicago, IL",North America,41344,2017,Fall,Approved,F,NA,2017-2018,2017
207,Fall 2017,International student,May 20 2019 12:00AM,ACM Oak Ridge Science Semester,United States,"Oak Ridge, TN",North America,41366,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
208,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,41410,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
210,Fall 2017,Black or African-American,May 21 2018 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Accra,Sub-Saharan Africa,41464,2017,Fall,Approved,F,NA,2017-2018,2017
211,Fall 2017,Black or African-American,May 20 2019 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Accra,Sub-Saharan Africa,41501,2017,Fall,Approved,F,NA,2017-2018,2017
212,Fall 2017,International student,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,41783,2017,Fall,Approved,F,NA,2017-2018,2017
213,Fall 2017,White,May 20 2019 12:00AM,X - SIT Study Abroad Czech Republic: Arts and Social Change,Czechia,Prague,Europe,41786,2017,Fall,Approved,F,NA,2017-2018,2017
214,Fall 2017,White,May 20 2019 12:00AM,X - SIT Study Abroad Czech Republic: Arts and Social Change,Germany,Berlin,Europe,41786,2017,Fall,Approved,F,NA,2017-2018,2017
215,Fall 2017,White,May 20 2019 12:00AM,X - SIT Study Abroad Czech Republic: Arts and Social Change,Slovakia,Bratislava,Europe,41786,2017,Fall,Approved,F,NA,2017-2018,2017
216,Fall 2017,International student,May 20 2019 12:00AM,X - University of Minnesota: Study Abroad in Montpellier,France,Montpellier,Europe,41790,2017,Fall,Approved,F,NA,2017-2018,2017
217,Fall 2017,White,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,41835,2017,Fall,Approved,F,NA,2017-2018,2017
219,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea","Korea, South ",Seoul,Asia,41846,2017,Fall,Approved,F,NA,2017-2018,2017
220,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,X - ACM Florence,Italy,Florence,Europe,41861,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
221,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea","Korea, South ",Seoul,Asia,41870,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
222,Fall 2017,International student,May 21 2018 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,41892,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
223,Fall 2017,White,May 20 2019 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,41930,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
224,Fall 2017,White,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,41966,2017,Fall,Approved,F,NA,2017-2018,2017
226,Fall 2017,White,May 20 2019 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Austria,Vienna,Europe,42018,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
227,Fall 2017,White,May 20 2019 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Hungary,Budapest,Europe,42018,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
228,Fall 2017,White,May 20 2019 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Serbia,Belgrade,Europe,42018,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
229,Fall 2017,White,May 20 2019 12:00AM,"SIT Study Abroad Serbia, Austria, & Hungary: Comparative European Perspectives on Conflict & Democracy",Slovakia,Bratislava,Europe,42018,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
230,Fall 2017,White,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,42048,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
232,Fall 2017,International student,May 20 2019 12:00AM,Duke: Intercollegiate Center for Classical Studies in Rome,Italy,Rome,Europe,42124,2017,Fall,Approved,F,NA,2017-2018,2017
233,Fall 2017,White,May 20 2019 12:00AM,X - Organization for Tropical Studies: Tropical Diseases & Environmental Change & Human Health,Costa Rica,San Jose,Latin America and Caribbean,42133,2017,Fall,Approved,F,NA,2017-2018,2017
234,Fall 2017,White,May 20 2019 12:00AM,X - The Swedish Program: Liberal Arts at the Stockholm School of Economics,Sweden,Stockholm,Europe,42142,2017,Fall,Approved,M,NA,2017-2018,2017
235,Fall 2017,White,May 20 2019 12:00AM,Trinity College in Rome,Italy,Rome,Europe,42308,2017,Fall,Approved,F,NA,2017-2018,2017
236,Fall 2017,White,May 21 2018 12:00AM,Middlebury School in China: Hangzhou,China,Hangzhou,Asia,42471,2017,Fall,Approved,M,NA,2017-2018,2017
237,Fall 2017,White,May 20 2019 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,42638,2017,Fall,Approved,F,NA,2017-2018,2017
238,Fall 2017,Asian,May 20 2019 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,Asia,42647,2017,Fall,Approved,F,NA,2017-2018,2017
239,Fall 2017,White,May 20 2019 12:00AM,Fordham: London Dramatic Academy,United Kingdom,London,Europe,42649,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
240,Fall 2017,White,May 20 2019 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,42704,2017,Fall,Approved,F,NA,2017-2018,2017
241,Fall 2017,White,May 20 2019 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Accra,Sub-Saharan Africa,42705,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
242,Fall 2017,Two or more races,May 20 2019 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,Asia,42721,2017,Fall,Approved,M,NA,2017-2018,2017
243,Fall 2017,White,May 20 2019 12:00AM,Dickinson in France,France,Toulouse,Europe,42820,2017,Fall,Approved,M,NA,2017-2018,2017
244,Fall 2017,White,May 20 2019 12:00AM,IES Abroad Santiago – Health Studies,Chile,Santiago,Latin America and Caribbean,42864,2017,Fall,Approved,F,NA,2017-2018,2017
245,Fall 2017,Hispanic (of any race),May 20 2019 12:00AM,X - IES Abroad Amsterdam - Study Amsterdam,Netherlands,Amsterdam,Europe,42901,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
246,Fall 2017,White,May 20 2019 12:00AM,Dickinson in France,France,Toulouse,Europe,42902,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
247,Fall 2017,International student,May 20 2019 12:00AM,X - Eastern College Consortium Bologna,Italy,Bologna,Europe,42927,2017,Fall,Approved,F,NA,2017-2018,2017
248,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,"CIEE Liberal Arts Program in Valparaíso, Chile",Chile,Valparaiso,Latin America and Caribbean,42953,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
249,Fall 2017,White,May 21 2018 12:00AM,"X - CIEE Arts and Sciences Program in Perth, Australia",Australia,Perth,Oceania,42982,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
250,Fall 2017,White,May 20 2019 12:00AM,Hamilton in Spain,Spain,Madrid,Europe,42986,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
251,Fall 2017,White,May 20 2019 12:00AM,X - ACM Tanzania: Ecology & Human Origins,Tanzania,Arusha,Sub-Saharan Africa,43009,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
252,Fall 2017,White,May 20 2019 12:00AM,Middlebury School in China: Kunming,China,Kunming,Asia,43039,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
253,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43064,2017,Fall,Approved,F,NA,2017-2018,2017
254,Fall 2017,Two or more races,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43068,2017,Fall,Approved,F,NA,2017-2018,2017
255,Fall 2017,Asian,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,43070,2017,Fall,Approved,M,NA,2017-2018,2017
257,Fall 2017,Hispanic (of any race),May 20 2019 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,43083,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
258,Fall 2017,International student,May 20 2019 12:00AM,Hamilton in France,France,Paris,Europe,43088,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
259,Fall 2017,Black or African-American,May 20 2019 12:00AM,ACM Newberry Seminar: Research in the Humanities,United States,"Chicago, IL",North America,43095,2017,Fall,Approved,F,NA,2017-2018,2017
260,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43115,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
261,Fall 2017,Hispanic (of any race),May 20 2019 12:00AM,X - ACM Tanzania: Ecology & Human Origins,Tanzania,Arusha,Sub-Saharan Africa,43122,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
262,Fall 2017,Asian,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43124,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
263,Fall 2017,White,May 20 2019 12:00AM,ACTR Advanced Russian Language & Area Studies Moscow (RLASP),Russia,Moscow,Europe,43139,2017,Fall,Approved,M,NA,2017-2018,2017
264,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43145,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
265,Fall 2017,Asian,May 20 2019 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,43164,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
266,Fall 2017,Asian,May 20 2019 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Accra,Sub-Saharan Africa,43167,2017,Fall,Approved,F,NA,2017-2018,2017
267,Fall 2017,White,May 20 2019 12:00AM,University of Minnesota: MSID Ecuador,Ecuador,Quito,Latin America and Caribbean,43268,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
268,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43314,2017,Fall,Approved,F,NA,2017-2018,2017
269,Fall 2017,Two or more races,May 20 2019 12:00AM,X - ACM Costa Rica: Community Engagement,Costa Rica,San Jose,Latin America and Caribbean,43319,2017,Fall,Approved,F,NA,2017-2018,2017
270,Fall 2017,Asian,May 20 2019 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,43320,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
271,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,IES Abroad Milan - Italy Today,Italy,Milan,Europe,43356,2017,Fall,Approved,F,NA,2017-2018,2017
272,Fall 2017,White,May 20 2019 12:00AM,CET Prague,Czechia,Prague,Europe,43362,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
273,Fall 2017,Black or African-American,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,43408,2017,Fall,Approved,M,NA,2017-2018,2017
275,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43418,2017,Fall,Approved,M,NA,2017-2018,2017
276,Fall 2017,Black or African-American,May 20 2019 12:00AM,"CIEE Arts and Sciences Program in Legon, Ghana",Ghana,Accra,Sub-Saharan Africa,43424,2017,Fall,Approved,F,NA,2017-2018,2017
277,Fall 2017,White,May 20 2019 12:00AM,Grinnell in London,United Kingdom,London,Europe,43458,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
279,Fall 2017,International student,May 21 2018 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43468,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
280,Fall 2017,White,May 20 2019 12:00AM,IES Abroad Salamanca - Study in Salamanca,Spain,Salamanca,Europe,43480,2017,Fall,Approved,F,NA,2017-2018,2017
281,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43481,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
282,Fall 2017,White,May 20 2019 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,43485,2017,Fall,Approved,F,NA,2017-2018,2017
283,Fall 2017,Asian,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43489,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
284,Fall 2017,White,May 20 2019 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America and Caribbean,43492,2017,Fall,Approved,M,NA,2017-2018,2017
285,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43500,2017,Fall,Approved,F,NA,2017-2018,2017
286,Fall 2017,White,May 20 2019 12:00AM,Hamilton in Spain,Spain,Madrid,Europe,43533,2017,Fall,Approved,M,NA,2017-2018,2017
287,Fall 2017,White,May 20 2019 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,43559,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
288,Fall 2017,Ethnicity and race unknown,May 20 2019 12:00AM,Organization for Tropical Studies (OTS): African Ecology and Conservation Semester in South Africa,South Africa,Phalaborwa,Sub-Saharan Africa,43562,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
289,Fall 2017,White,May 20 2019 12:00AM,Dickinson in France,France,Toulouse,Europe,43567,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
290,Fall 2017,Asian,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Chile,Santiago,Latin America and Caribbean,43572,2017,Fall,Approved,F,NA,2017-2018,2017
291,Fall 2017,Asian,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Jordan,Amman,MENA,43572,2017,Fall,Approved,F,NA,2017-2018,2017
292,Fall 2017,Asian,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Nepal,Kathmandu,Asia,43572,2017,Fall,Approved,F,NA,2017-2018,2017
293,Fall 2017,Asian,May 20 2019 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",United States,"New York, NY",North America,43572,2017,Fall,Approved,F,NA,2017-2018,2017
294,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43597,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
295,Fall 2017,White,May 20 2019 12:00AM,X - The School for Field Studies – Panama: Tropical Island Biodiversity Studies,Panama,Bocas del Toro,Latin America and Caribbean,43612,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
296,Fall 2017,White,May 20 2019 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,43622,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
297,Fall 2017,White,May 20 2019 12:00AM,Organization for Tropical Studies (OTS): African Ecology and Conservation Semester in South Africa,South Africa,Phalaborwa,Sub-Saharan Africa,43623,2017,Fall,Approved,F,NA,2017-2018,2017
298,Fall 2017,Two or more races,May 20 2019 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,Asia,43644,2017,Fall,Intend to Participate,M,NA,2017-2018,2017
299,Fall 2017,White,May 20 2019 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,43648,2017,Fall,Intend to Participate,F,NA,2017-2018,2017
300,Fall 2017,Two or more races,May 20 2019 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,43657,2017,Fall,Approved,M,NA,2017-2018,2017
